,team,result,details,drive_start,game_id
1839,wsh,FUMBLE,"3 PLAYS, 16 YARDS, 0:43",1st & 10 at WSH 18,401326417
1840,kc,FUMBLE,"2 PLAYS, -4 YARDS, 0:17",1st & 10 at WSH 34,401326417
1841,wsh,TOUCHDOWN,"8 PLAYS, 67 YARDS, 3:32",1st & 10 at WSH 33,401326417
1842,kc,INTERCEPTION,"6 PLAYS, 72 YARDS, 0:55",1st & 10 at KC 8,401326417
1843,wsh,END OF HALF,"3 PLAYS, 14 YARDS, 0:23",1st & 10 at WSH 21,401326417
1844,kc,PUNT,"7 PLAYS, 12 YARDS, 3:26",1st & 10 at KC 25,401326417
1845,wsh,MISSED FG,"7 PLAYS, 32 YARDS, 3:09",1st & 10 at WSH 44,401326417
1846,kc,TOUCHDOWN,"10 PLAYS, 68 YARDS, 4:18",1st & 10 at KC 32,401326417
1847,wsh,PUNT,"3 PLAYS, 5 YARDS, 1:29",1st & 10 at WSH 25,401326417
1848,kc,TOUCHDOWN,"8 PLAYS, 45 YARDS, 3:36",1st & 10 at WSH 45,401326417
1849,wsh,PUNT,"7 PLAYS, 27 YARDS, 3:30",1st & 10 at WSH 18,401326417
1850,kc,TOUCHDOWN,"15 PLAYS, 96 YARDS, 7:18",1st & 10 at KC 4,401326417
1851,wsh,INTERCEPTION,"2 PLAYS, 7 YARDS, 0:33",1st & 10 at WSH 25,401326417
1852,kc,DOWNS,"4 PLAYS, 3 YARDS, 2:15",1st & 10 at WSH 24,401326417
1853,wsh,END OF GAME,"1 PLAY, 5 YARDS, 0:26",1st & 10 at WSH 21,401326417
1854,cle,PUNT,"3 PLAYS, -1 YARD, 1:26",1st & 10 at CLE 25,401326418
1855,ari,TOUCHDOWN,"9 PLAYS, 74 YARDS, 5:00",1st & 10 at ARI 26,401326418
1856,cle,DOWNS,"8 PLAYS, 53 YARDS, 4:04",1st & 10 at CLE 25,401326418
1857,ari,TOUCHDOWN,"11 PLAYS, 78 YARDS, 4:41",1st & 10 at ARI 22,401326418
1858,cle,FUMBLE,"2 PLAYS, 2 YARDS, 0:56",1st & 10 at CLE 16,401326418
1859,ari,FIELD GOAL,"4 PLAYS, 0 YARDS, 0:51",1st & 10 at CLE 18,401326418
1860,cle,INTERCEPTION,"3 PLAYS, 2 YARDS, 1:31",1st & 10 at CLE 25,401326418
1861,ari,FIELD GOAL,"4 PLAYS, -5 YARDS, 2:07",1st & 10 at CLE 28,401326418
1862,cle,TOUCHDOWN,"8 PLAYS, 75 YARDS, 4:18",1st & 10 at CLE 25,401326418
1863,ari,FIELD GOAL,"12 PLAYS, 56 YARDS, 4:23",1st & 10 at ARI 29,401326418
1864,cle,TOUCHDOWN,"5 PLAYS, 75 YARDS, 0:43",1st & 10 at CLE 25,401326418
1865,ari,PUNT,"3 PLAYS, 6 YARDS, 2:10",1st & 10 at ARI 25,401326418
1866,cle,PUNT,"3 PLAYS, -8 YARDS, 2:10",1st & 10 at CLE 33,401326418
1867,ari,PUNT,"3 PLAYS, 5 YARDS, 0:45",1st & 10 at ARI 27,401326418
1868,cle,FUMBLE,"5 PLAYS, 22 YARDS, 3:29",1st & 10 at CLE 32,401326418
1869,ari,TOUCHDOWN,"8 PLAYS, 54 YARDS, 3:30",1st & 10 at ARI 46,401326418
1870,cle,DOWNS,"14 PLAYS, 57 YARDS, 5:50",1st & 10 at CLE 36,401326418
1871,ari,TOUCHDOWN,"11 PLAYS, 93 YARDS, 7:18",1st & 10 at ARI 7,401326418
1872,cle,DOWNS,"4 PLAYS, 8 YARDS, 0:54",1st & 10 at CLE 25,401326418
1873,ari,END OF GAME,"7 PLAYS, 11 YARDS, 3:54",1st & 10 at CLE 33,401326418
1874,lv,TOUCHDOWN,"6 PLAYS, 75 YARDS, 3:06",1st & 10 at LV 25,401326419
1875,den,TOUCHDOWN,"8 PLAYS, 84 YARDS, 5:05",1st & 10 at DEN 16,401326419
1876,lv,FIELD GOAL,"8 PLAYS, 43 YARDS, 4:09",1st & 10 at LV 25,401326419
1877,den,INTERCEPTION,"5 PLAYS, 19 YARDS, 2:16",1st & 10 at DEN 18,401326419
1878,lv,MISSED FG,"6 PLAYS, 24 YARDS, 2:13",1st & 10 at DEN 49,401326419
1879,den,PUNT,"3 PLAYS, 5 YARDS, 1:32",1st & 10 at DEN 33,401326419
1880,lv,PUNT,"4 PLAYS, 19 YARDS, 1:28",1st & 10 at LV 15,401326419
1881,den,PUNT,"9 PLAYS, 27 YARDS, 5:40",1st & 10 at DEN 20,401326419
1882,lv,PUNT,"3 PLAYS, 4 YARDS, 1:55",1st & 10 at LV 25,401326419
1883,den,PUNT,"6 PLAYS, 16 YARDS, 1:35",1st & 10 at DEN 20,401326419
1884,lv,TOUCHDOWN,"5 PLAYS, 82 YARDS, 0:31",1st & 10 at LV 18,401326419
1885,den,END OF HALF,"1 PLAY, -8 YARDS, 0:30",1st & 10 at DEN 25,401326419
1886,den,PUNT,"3 PLAYS, 1 YARD, 1:40",1st & 10 at DEN 17,401326419
1887,lv,TOUCHDOWN,"4 PLAYS, 56 YARDS, 1:53",1st & 10 at LV 44,401326419
1888,den,FIELD GOAL,"9 PLAYS, 64 YARDS, 4:49",1st & 10 at DEN 22,401326419
1889,lv,PUNT,"3 PLAYS, 8 YARDS, 1:32",1st & 10 at LV 25,401326419
1890,den,FUMBLE,"6 PLAYS, 27 YARDS, 2:47",1st & 10 at DEN 13,401326419
1891,lv,TOUCHDOWN,"5 PLAYS, 42 YARDS, 2:12",1st & 10 at DEN 42,401326419
1892,den,TOUCHDOWN,"12 PLAYS, 75 YARDS, 3:51",1st & 10 at DEN 25,401326419
1893,lv,FIELD GOAL,"7 PLAYS, 64 YARDS, 3:19",1st & 10 at LV 25,401326419
1894,den,INTERCEPTION,"4 PLAYS, 12 YARDS, 1:09",1st & 10 at DEN 25,401326419
1895,lv,PUNT,"3 PLAYS, -6 YARDS, 2:45",1st & 10 at DEN 45,401326419
1896,den,TOUCHDOWN,"8 PLAYS, 86 YARDS, 2:51",1st & 10 at DEN 14,401326419
1897,den,INTERCEPTION,"4 PLAYS, 0 YARDS, 0:48",1st & 10 at DEN 44,401326419
1898,lv,END OF GAME,"1 PLAY, -1 YARD, 0:24",1st & 10 at DEN 49,401326419
1899,dal,DOWNS,"6 PLAYS, 22 YARDS, 2:59",1st & 10 at DAL 12,401326420
1900,ne,TOUCHDOWN,"3 PLAYS, 34 YARDS, 1:41",1st & 10 at DAL 34,401326420
1901,dal,TOUCHDOWN,"7 PLAYS, 75 YARDS, 3:37",1st & 10 at DAL 25,401326420
1902,ne,TOUCHDOWN,"4 PLAYS, 75 YARDS, 1:53",1st & 10 at NE 25,401326420
1903,dal,INTERCEPTION,"13 PLAYS, 59 YARDS, 7:02",1st & 10 at DAL 25,401326420
1904,ne,FUMBLE,"4 PLAYS, 33 YARDS, 2:43",1st & 10 at NE 25,401326420
1905,dal,FIELD GOAL,"9 PLAYS, 40 YARDS, 3:26",1st & 10 at DAL 48,401326420
1906,ne,BLOCKED PUNT,"3 PLAYS, 9 YARDS, 2:11",1st & 10 at NE 26,401326420
1907,dal,FUMBLE,"7 PLAYS, 16 YARDS, 2:58",1st & 10 at NE 17,401326420
1908,ne,END OF HALF,"3 PLAYS, -3 YARDS, 1:30",1st & 10 at NE 20,401326420
1909,ne,PUNT,"3 PLAYS, 1 YARD, 2:12",1st & 10 at NE 25,401326420
1910,dal,PUNT,"3 PLAYS, 1 YARD, 1:28",1st & 10 at DAL 29,401326420
1911,ne,PUNT,"3 PLAYS, 8 YARDS, 2:02",1st & 10 at NE 42,401326420
1912,dal,TOUCHDOWN,"8 PLAYS, 91 YARDS, 4:29",1st & 10 at DAL 9,401326420
1913,ne,PUNT,"5 PLAYS, 21 YARDS, 2:51",1st & 10 at NE 25,401326420
1914,dal,FIELD GOAL,"9 PLAYS, 61 YARDS, 3:45",1st & 10 at DAL 12,401326420
1915,ne,TOUCHDOWN,"13 PLAYS, 75 YARDS, 6:50",1st & 10 at NE 25,401326420
1916,dal,MISSED FG,"8 PLAYS, 40 YARDS, 3:41",1st & 10 at DAL 27,401326420
1917,ne,INTERCEPTION TOUCHDOWN,"2 PLAYS, -5 YARDS, 0:15",1st & 10 at NE 41,401326420
1918,ne,TOUCHDOWN,"1 PLAY, 75 YARDS, 0:16",1st & 10 at NE 25,401326420
1919,dal,FIELD GOAL,"9 PLAYS, 40 YARDS, 1:51",1st & 10 at DAL 29,401326420
1920,ne,END OF HALF,"1 PLAY, 6 YARDS, 0:20",1st & 10 at NE 25,401326420
1921,ne,PUNT,"5 PLAYS, 21 YARDS, 2:07",1st & 10 at NE 25,401326420
1922,dal,TOUCHDOWN,"7 PLAYS, 80 YARDS, 4:01",1st & 10 at DAL 20,401326420
1923,pit,PUNT,"3 PLAYS, 8 YARDS, 2:41",1st & 10 at PIT 37,401326421
1924,sea,PUNT,"3 PLAYS, 8 YARDS, 2:05",1st & 10 at SEA 10,401326421
1925,pit,PUNT,"5 PLAYS, 18 YARDS, 2:10",1st & 10 at PIT 31,401326421
1926,sea,PUNT,"7 PLAYS, 41 YARDS, 3:09",1st & 10 at SEA 16,401326421
1927,pit,PUNT,"6 PLAYS, 15 YARDS, 4:20",1st & 10 at PIT 20,401326421
1928,sea,PUNT,"3 PLAYS, 9 YARDS, 1:24",1st & 10 at SEA 21,401326421
1929,pit,TOUCHDOWN,"8 PLAYS, 54 YARDS, 4:10",1st & 10 at PIT 46,401326421
1930,sea,PUNT,"4 PLAYS, 6 YARDS, 1:58",1st & 10 at SEA 31,401326421
1931,pit,TOUCHDOWN,"14 PLAYS, 84 YARDS, 6:59",1st & 10 at PIT 16,401326421
1932,sea,PUNT,"3 PLAYS, -8 YARDS, 0:28",1st & 10 at SEA 25,401326421
1933,pit,PUNT,"3 PLAYS, 3 YARDS, 0:25",1st & 10 at PIT 41,401326421
1934,sea,END OF HALF,"1 PLAY, -1 YARD, 0:11",1st & 10 at SEA 20,401326421
1935,sea,TOUCHDOWN,"10 PLAYS, 75 YARDS, 5:05",1st & 10 at SEA 25,401326421
1936,pit,FIELD GOAL,"9 PLAYS, 66 YARDS, 4:09",1st & 10 at PIT 25,401326421
1937,sea,TOUCHDOWN,"6 PLAYS, 60 YARDS, 2:44",1st & 10 at SEA 40,401326421
1938,pit,PUNT,"3 PLAYS, 3 YARDS, 1:37",1st & 10 at PIT 23,401326421
1939,sea,FIELD GOAL,"8 PLAYS, 36 YARDS, 3:26",1st & 10 at SEA 42,401326421
1940,pit,FUMBLE,"3 PLAYS, 18 YARDS, 1:27",1st & 10 at PIT 17,401326421
1941,sea,PUNT,"3 PLAYS, -4 YARDS, 1:47",1st & 10 at PIT 35,401326421
1942,pit,PUNT,"5 PLAYS, 15 YARDS, 2:16",1st & 10 at PIT 20,401326421
1943,sea,PUNT,"3 PLAYS, 5 YARDS, 2:10",1st & 10 at SEA 18,401326421
1944,pit,FIELD GOAL,"9 PLAYS, 40 YARDS, 3:49",1st & 10 at PIT 26,401326421
1945,sea,FIELD GOAL,"9 PLAYS, 50 YARDS, 1:30",1st & 10 at SEA 25,401326421
1946,sea,PUNT,"5 PLAYS, 15 YARDS, 3:29",1st & 10 at SEA 27,401326421
1947,pit,PUNT,"3 PLAYS, 9 YARDS, 2:04",1st & 10 at PIT 20,401326421
1948,sea,FUMBLE,"1 PLAY, 0 YARDS, 0:12",1st & 10 at SEA 15,401326421
1949,pit,FIELD GOAL,"3 PLAYS, -3 YARDS, 1:25",1st & 10 at SEA 16,401326421
1950,ten,PUNT,"6 PLAYS, 12 YARDS, 2:34",1st & 10 at TEN 10,401326422
1951,buf,FIELD GOAL,"13 PLAYS, 74 YARDS, 6:19",1st & 10 at BUF 21,401326422
1952,ten,PUNT,"3 PLAYS, 4 YARDS, 1:03",1st & 10 at TEN 21,401326422
1953,buf,PUNT,"3 PLAYS, -8 YARDS, 2:10",1st & 10 at BUF 24,401326422
1954,ten,INTERCEPTION,"3 PLAYS, 13 YARDS, 1:51",1st & 10 at TEN 29,401326422
1955,buf,FIELD GOAL,"10 PLAYS, 38 YARDS, 4:27",1st & 10 at TEN 48,401326422
1956,ten,TOUCHDOWN,"1 PLAY, 76 YARDS, 0:16",1st & 10 at TEN 24,401326422
1957,buf,TOUCHDOWN,"7 PLAYS, 72 YARDS, 3:26",1st & 10 at BUF 28,401326422
1958,ten,FIELD GOAL,"7 PLAYS, 54 YARDS, 2:50",1st & 10 at TEN 21,401326422
1959,buf,INTERCEPTION,"1 PLAY, 0 YARDS, 0:10",1st & 10 at BUF 25,401326422
1960,ten,TOUCHDOWN,"2 PLAYS, 11 YARDS, 0:31",1st & 10 at BUF 11,401326422
1961,buf,TOUCHDOWN,"10 PLAYS, 75 YARDS, 3:43",1st & 10 at BUF 25,401326422
1962,ten,END OF HALF,"1 PLAY, 6 YARDS, 0:40",1st & 10 at TEN 19,401326422
1963,buf,FIELD GOAL,"9 PLAYS, 48 YARDS, 4:11",1st & 10 at BUF 18,401326422
1964,ten,TOUCHDOWN,"12 PLAYS, 67 YARDS, 6:26",1st & 10 at TEN 33,401326422
1965,buf,TOUCHDOWN,"9 PLAYS, 75 YARDS, 3:56",1st & 10 at BUF 25,401326422
1966,ten,FIELD GOAL,"9 PLAYS, 45 YARDS, 5:42",1st & 10 at TEN 35,401326422
1967,buf,PUNT,"6 PLAYS, 5 YARDS, 1:44",1st & 10 at BUF 25,401326422
1968,ten,TOUCHDOWN,"8 PLAYS, 70 YARDS, 4:56",1st & 10 at TEN 30,401326422
1969,buf,DOWNS,"8 PLAYS, 79 YARDS, 2:44",1st & 10 at BUF 18,401326422
1970,ten,END OF GAME,"1 PLAY, -1 YARD, 0:21",1st & 10 at TEN 3,401326422
1971,cle,TOUCHDOWN,"5 PLAYS, 75 YARDS, 2:40",1st & 10 at CLE 25,401326423
1972,den,PUNT,"3 PLAYS, 9 YARDS, 2:07",1st & 10 at DEN 25,401326423
1973,cle,FIELD GOAL,"12 PLAYS, 43 YARDS, 7:04",1st & 10 at CLE 23,401326423
1974,den,INTERCEPTION,"6 PLAYS, 51 YARDS, 3:16",1st & 10 at DEN 18,401326423
1975,cle,PUNT,"7 PLAYS, 27 YARDS, 4:01",1st & 10 at CLE 20,401326423
1976,den,PUNT,"3 PLAYS, 7 YARDS, 2:15",1st & 10 at DEN 13,401326423
1977,cle,MISSED FG,"13 PLAYS, 46 YARDS, 6:47",1st & 10 at CLE 31,401326423
1978,den,PUNT,"3 PLAYS, 2 YARDS, 0:48",1st & 10 at DEN 31,401326423
1979,cle,PUNT,"3 PLAYS, -2 YARDS, 0:39",1st & 10 at CLE 20,401326423
1980,den,END OF HALF,"1 PLAY, -3 YARDS, 0:23",1st & 10 at DEN 30,401326423
1981,den,TOUCHDOWN,"13 PLAYS, 79 YARDS, 7:12",1st & 10 at DEN 21,401326423
1982,cle,TOUCHDOWN,"13 PLAYS, 75 YARDS, 7:21",1st & 10 at CLE 25,401326423
1983,den,PUNT,"3 PLAYS, 3 YARDS, 1:00",1st & 10 at DEN 25,401326423
1984,cle,PUNT,"6 PLAYS, 16 YARDS, 3:02",1st & 10 at CLE 22,401326423
1985,den,TOUCHDOWN,"17 PLAYS, 80 YARDS, 6:08",1st & 10 at DEN 20,401326423
1986,cle,END OF GAME,"10 PLAYS, 61 YARDS, 5:17",1st & 10 at CLE 26,401326423
1987,cin,PUNT,"8 PLAYS, 36 YARDS, 2:48",1st & 10 at CIN 25,401326424
1988,bal,PUNT,"6 PLAYS, 2 YARDS, 3:10",1st & 10 at BAL 20,401326424
1989,cin,FIELD GOAL,"8 PLAYS, 23 YARDS, 3:54",1st & 10 at CIN 43,401326424
1990,bal,PUNT,"3 PLAYS, 4 YARDS, 1:00",1st & 10 at BAL 25,401326424
1991,cin,PUNT,"3 PLAYS, 4 YARDS, 1:38",1st & 10 at CIN 29,401326424
1992,bal,FIELD GOAL,"8 PLAYS, 50 YARDS, 3:27",1st & 10 at BAL 23,401326424
1993,cin,PUNT,"3 PLAYS, 9 YARDS, 2:21",1st & 10 at CIN 25,401326424
1994,bal,PUNT,"6 PLAYS, 31 YARDS, 4:36",1st & 10 at BAL 29,401326424
1995,cin,TOUCHDOWN,"2 PLAYS, 80 YARDS, 0:37",1st & 10 at CIN 20,401326424
1996,bal,TOUCHDOWN,"10 PLAYS, 75 YARDS, 4:38",1st & 10 at BAL 25,401326424
1997,cin,FIELD GOAL,"10 PLAYS, 63 YARDS, 1:48",1st & 10 at CIN 25,401326424
1998,bal,END OF HALF,"0 PLAYS, 0 YARDS, 0:03",,401326424
1999,bal,TOUCHDOWN,"3 PLAYS, 75 YARDS, 1:40",1st & 10 at BAL 25,401326424
2000,cin,TOUCHDOWN,"4 PLAYS, 75 YARDS, 2:14",1st & 10 at CIN 25,401326424
2001,bal,PUNT,"7 PLAYS, 34 YARDS, 3:39",1st & 10 at BAL 25,401326424
2002,cin,TOUCHDOWN,"3 PLAYS, 90 YARDS, 1:39",1st & 10 at CIN 10,401326424
2003,bal,PUNT,"4 PLAYS, 10 YARDS, 2:11",1st & 10 at BAL 25,401326424
2004,cin,INTERCEPTION,"11 PLAYS, 69 YARDS, 3:46",1st & 10 at CIN 15,401326424
2005,bal,DOWNS,"8 PLAYS, 18 YARDS, 3:12",1st & 10 at BAL 20,401326424
2006,cin,TOUCHDOWN,"4 PLAYS, 38 YARDS, 2:15",1st & 10 at BAL 38,401326424
2007,bal,DOWNS,"5 PLAYS, 19 YARDS, 1:31",1st & 10 at BAL 25,401326424
2008,cin,TOUCHDOWN,"2 PLAYS, 44 YARDS, 0:54",1st & 10 at BAL 44,401326424
2009,bal,PUNT,"3 PLAYS, -1 YARD, 0:44",1st & 10 at BAL 25,401326424
2010,cin,PUNT,"3 PLAYS, -5 YARDS, 2:26",1st & 10 at CIN 30,401326424
2011,bal,DOWNS,"8 PLAYS, 40 YARDS, 1:37",1st & 10 at BAL 16,401326424
2012,cin,DOWNS,"4 PLAYS, 5 YARDS, 1:51",1st & 10 at CIN 44,401326424
2013,bal,END OF GAME,"1 PLAY, 6 YARDS, 0:21",1st & 10 at CIN 49,401326424
2014,gb,TOUCHDOWN,"13 PLAYS, 75 YARDS, 7:49",1st & 10 at GB 25,401326425
2015,wsh,TOUCHDOWN,"8 PLAYS, 83 YARDS, 4:45",1st & 10 at WSH 17,401326425
2016,gb,PUNT,"3 PLAYS, -11 YARDS, 1:09",1st & 10 at GB 25,401326425
2017,wsh,MISSED FG,"9 PLAYS, 39 YARDS, 4:55",1st & 10 at WSH 37,401326425
2018,gb,"BLOCKED FG, DOWNS","10 PLAYS, 52 YARDS, 6:05",1st & 10 at GB 32,401326425
2019,wsh,DOWNS,"5 PLAYS, 45 YARDS, 2:19",1st & 10 at WSH 28,401326425
2020,gb,TOUCHDOWN,"9 PLAYS, 72 YARDS, 2:43",1st & 10 at GB 28,401326425
2021,wsh,END OF HALF,"1 PLAY, -1 YARD, 0:15",1st & 10 at WSH 25,401326425
2022,wsh,FUMBLE,"2 PLAYS, 4 YARDS, 0:53",1st & 10 at WSH 23,401326425
2023,gb,TOUCHDOWN,"3 PLAYS, 27 YARDS, 1:37",1st & 10 at WSH 27,401326425
2024,wsh,DOWNS,"11 PLAYS, 76 YARDS, 6:38",1st & 10 at WSH 23,401326425
2025,gb,PUNT,"3 PLAYS, 5 YARDS, 1:48",1st & 10 at GB 1,401326425
2026,wsh,DOWNS,"7 PLAYS, 56 YARDS, 2:59",1st & 10 at WSH 41,401326425
2027,gb,FIELD GOAL,"9 PLAYS, 75 YARDS, 4:43",1st & 10 at GB 4,401326425
2028,wsh,INTERCEPTION,"13 PLAYS, 65 YARDS, 4:53",1st & 10 at WSH 23,401326425
2029,gb,FUMBLE,"2 PLAYS, 18 YARDS, 0:50",1st & 10 at GB 20,401326425
2030,wsh,FIELD GOAL,"6 PLAYS, 11 YARDS, 3:14",1st & 10 at GB 38,401326425
2031,gb,PUNT,"3 PLAYS, -1 YARD, 0:22",1st & 10 at WSH 39,401326425
2032,wsh,END OF GAME,"10 PLAYS, 65 YARDS, 2:03",1st & 10 at WSH 3,401326425
2033,mia,TOUCHDOWN,"14 PLAYS, 75 YARDS, 7:07",1st & 10 at MIA 25,401326426
2034,atl,PUNT,"3 PLAYS, -2 YARDS, 1:41",1st & 10 at ATL 25,401326426
2035,mia,PUNT,"3 PLAYS, 7 YARDS, 1:34",1st & 10 at MIA 27,401326426
2036,atl,FIELD GOAL,"11 PLAYS, 68 YARDS, 5:25",1st & 10 at ATL 17,401326426
2037,mia,BLOCKED FG,"9 PLAYS, 44 YARDS, 4:17",1st & 10 at MIA 25,401326426
2038,atl,TOUCHDOWN,"10 PLAYS, 61 YARDS, 5:09",1st & 10 at ATL 39,401326426
2039,mia,INTERCEPTION,"9 PLAYS, 61 YARDS, 4:11",1st & 10 at MIA 25,401326426
2040,atl,FIELD GOAL,"6 PLAYS, 62 YARDS, 0:32",1st & 10 at ATL 20,401326426
2041,mia,END OF HALF,"0 PLAYS, 0 YARDS, 0:04",,401326426
2042,atl,TOUCHDOWN,"3 PLAYS, 77 YARDS, 1:07",1st & 10 at ATL 23,401326426
2043,mia,PUNT,"5 PLAYS, 15 YARDS, 3:10",1st & 10 at MIA 25,401326426
2044,atl,PUNT,"3 PLAYS, 6 YARDS, 1:40",1st & 10 at ATL 30,401326426
2045,mia,TOUCHDOWN,"9 PLAYS, 58 YARDS, 3:48",1st & 10 at MIA 42,401326426
2046,atl,PUNT,"8 PLAYS, 25 YARDS, 2:49",1st & 10 at ATL 25,401326426
2047,mia,PUNT,"3 PLAYS, 8 YARDS, 2:26",1st & 10 at MIA 12,401326426
2048,atl,INTERCEPTION,"3 PLAYS, 2 YARDS, 0:51",1st & 10 at ATL 22,401326426
2049,mia,INTERCEPTION,"1 PLAY, 0 YARDS, 0:12",1st & 10 at ATL 32,401326426
2050,atl,TOUCHDOWN,"3 PLAYS, 14 YARDS, 1:06",1st & 10 at MIA 14,401326426
2051,mia,TOUCHDOWN,"9 PLAYS, 90 YARDS, 4:22",1st & 10 at MIA 10,401326426
2052,atl,FUMBLE,"7 PLAYS, 26 YARDS, 2:35",1st & 10 at ATL 9,401326426
2053,mia,TOUCHDOWN,"9 PLAYS, 40 YARDS, 3:27",1st & 10 at ATL 40,401326426
2054,atl,FIELD GOAL,"9 PLAYS, 57 YARDS, 2:27",1st & 10 at ATL 25,401326426
2055,ne,TOUCHDOWN,"4 PLAYS, 65 YARDS, 2:17",1st & 10 at NE 35,401326427
2056,nyj,PUNT,"3 PLAYS, -4 YARDS, 1:57",1st & 10 at NYJ 25,401326427
2057,ne,TOUCHDOWN,"7 PLAYS, 53 YARDS, 3:25",1st & 10 at NE 47,401326427
2058,nyj,MISSED FG,"12 PLAYS, 45 YARDS, 5:33",1st & 10 at NYJ 25,401326427
2059,ne,FIELD GOAL,"8 PLAYS, 41 YARDS, 2:38",1st & 10 at NE 38,401326427
2060,nyj,TOUCHDOWN,"6 PLAYS, 69 YARDS, 3:31",1st & 10 at NYJ 31,401326427
2061,ne,TOUCHDOWN,"12 PLAYS, 73 YARDS, 5:10",1st & 10 at NE 27,401326427
2062,nyj,DOWNS,"7 PLAYS, 44 YARDS, 3:34",1st & 10 at NYJ 28,401326427
2063,ne,TOUCHDOWN,"11 PLAYS, 72 YARDS, 1:28",1st & 10 at NE 28,401326427
2064,nyj,END OF HALF,"2 PLAYS, -8 YARDS, 0:27",1st & 10 at NYJ 24,401326427
2065,nyj,TOUCHDOWN,"7 PLAYS, 77 YARDS, 3:22",1st & 10 at NYJ 23,401326427
2066,ne,FIELD GOAL,"9 PLAYS, 43 YARDS, 4:35",1st & 10 at NE 25,401326427
2067,nyj,INTERCEPTION,"6 PLAYS, 40 YARDS, 2:47",1st & 10 at NYJ 25,401326427
2068,ne,PUNT,"4 PLAYS, 32 YARDS, 2:13",1st & 10 at NE 15,401326427
2069,nyj,INTERCEPTION,"3 PLAYS, -2 YARDS, 0:55",1st & 10 at NYJ 33,401326427
2070,ne,TOUCHDOWN,"5 PLAYS, 43 YARDS, 2:39",1st & 10 at NYJ 43,401326427
2071,nyj,DOWNS,"8 PLAYS, 33 YARDS, 2:15",1st & 10 at NYJ 20,401326427
2072,ne,TOUCHDOWN,"4 PLAYS, 53 YARDS, 2:04",1st & 10 at NE 47,401326427
2073,nyj,PUNT,"5 PLAYS, 17 YARDS, 2:28",1st & 10 at NYJ 23,401326427
2074,ne,TOUCHDOWN,"9 PLAYS, 78 YARDS, 3:43",1st & 10 at NE 22,401326427
2075,nyj,FUMBLE,"3 PLAYS, 28 YARDS, 0:59",1st & 10 at NYJ 25,401326427
2076,ne,END OF GAME,"3 PLAYS, -3 YARDS, 2:00",1st & 10 at NE 47,401326427
2077,car,FIELD GOAL,"13 PLAYS, 46 YARDS, 6:23",1st & 10 at CAR 27,401326428
2078,nyg,PUNT,"5 PLAYS, 27 YARDS, 3:30",1st & 10 at NYG 25,401326428
2079,car,PUNT,"3 PLAYS, 1 YARD, 1:24",1st & 10 at CAR 12,401326428
2080,nyg,DOWNS,"9 PLAYS, 39 YARDS, 3:07",1st & 10 at CAR 41,401326428
2081,car,SAFETY,"3 PLAYS, -2 YARDS, 0:43",1st & 10 at CAR 2,401326428
2082,nyg,FIELD GOAL,"6 PLAYS, 32 YARDS, 2:00",1st & 10 at NYG 37,401326428
2083,car,PUNT,"3 PLAYS, 7 YARDS, 1:06",1st & 10 at CAR 16,401326428
2084,nyg,PUNT,"4 PLAYS, 5 YARDS, 3:34",1st & 10 at NYG 38,401326428
2085,car,INTERCEPTION,"9 PLAYS, 52 YARDS, 4:54",1st & 10 at CAR 23,401326428
2086,nyg,PUNT,"6 PLAYS, 33 YARDS, 2:24",1st & 10 at NYG 19,401326428
2087,car,PUNT,"3 PLAYS, 3 YARDS, 0:47",1st & 10 at CAR 20,401326428
2088,nyg,END OF HALF,"1 PLAY, -1 YARD, 0:08",1st & 10 at NYG 21,401326428
2089,nyg,PUNT,"3 PLAYS, -12 YARDS, 1:22",1st & 10 at NYG 25,401326428
2090,car,PUNT,"5 PLAYS, 13 YARDS, 3:11",1st & 10 at CAR 37,401326428
2091,nyg,PUNT,"3 PLAYS, 6 YARDS, 1:21",1st & 10 at NYG 14,401326428
2092,car,PUNT,"3 PLAYS, 8 YARDS, 1:34",1st & 10 at CAR 33,401326428
2093,nyg,TOUCHDOWN,"11 PLAYS, 75 YARDS, 6:33",1st & 10 at NYG 25,401326428
2094,car,PUNT,"3 PLAYS, 1 YARD, 1:08",1st & 10 at CAR 19,401326428
2095,nyg,FIELD GOAL,"6 PLAYS, 19 YARDS, 2:10",1st & 10 at NYG 46,401326428
2096,car,PUNT,"3 PLAYS, -16 YARDS, 1:15",1st & 10 at CAR 25,401326428
2097,nyg,FIELD GOAL,"10 PLAYS, 32 YARDS, 5:32",1st & 10 at NYG 42,401326428
2098,car,DOWNS,"4 PLAYS, -6 YARDS, 1:02",1st & 10 at CAR 25,401326428
2099,nyg,TOUCHDOWN,"1 PLAY, 19 YARDS, 0:06",1st & 10 at CAR 19,401326428
2100,car,DOWNS,"11 PLAYS, 42 YARDS, 1:58",1st & 10 at CAR 25,401326428
2101,nyg,END OF GAME,"5 PLAYS, 11 YARDS, 2:48",1st & 10 at NYG 33,401326428
2102,ten,TOUCHDOWN,"8 PLAYS, 75 YARDS, 4:10",1st & 10 at TEN 25,401326429
2103,kc,PUNT,"7 PLAYS, 20 YARDS, 4:34",1st & 10 at KC 25,401326429
2104,ten,TOUCHDOWN,"9 PLAYS, 97 YARDS, 5:34",1st & 10 at TEN 3,401326429
2105,kc,PUNT,"4 PLAYS, 10 YARDS, 0:56",1st & 10 at KC 25,401326429
