,team,result,details,drive_start,game_id
2887,mia,FIELD GOAL,"8 PLAYS, 84 YARDS, 0:48",1st & 10 at MIA 12,401326465
2888,bal,END OF HALF,"1 PLAY, -1 YARD, 0:03",1st & 10 at BAL 25,401326465
2889,mia,PUNT,"3 PLAYS, -10 YARDS, 1:05",1st & 10 at MIA 25,401326465
2890,bal,PUNT,"4 PLAYS, 6 YARDS, 2:08",1st & 10 at 50,401326465
2891,mia,PUNT,"5 PLAYS, 9 YARDS, 2:18",1st & 10 at MIA 5,401326465
2892,bal,PUNT,"6 PLAYS, 11 YARDS, 3:59",1st & 10 at BAL 46,401326465
2893,mia,PUNT,"3 PLAYS, 7 YARDS, 1:38",1st & 10 at MIA 19,401326465
2894,bal,PUNT,"4 PLAYS, 5 YARDS, 2:13",1st & 10 at BAL 22,401326465
2895,mia,FIELD GOAL,"7 PLAYS, 53 YARDS, 4:05",1st & 10 at MIA 36,401326465
2896,bal,FUMBLE RETURN TOUCHDOWN,"3 PLAYS, 24 YARDS, 1:11",1st & 10 at BAL 25,401326465
2897,bal,PUNT,"4 PLAYS, 11 YARDS, 0:41",1st & 10 at BAL 25,401326465
2898,mia,PUNT,"4 PLAYS, 27 YARDS, 3:02",1st & 10 at MIA 25,401326465
2899,bal,TOUCHDOWN,"9 PLAYS, 99 YARDS, 3:28",1st & 10 at BAL 1,401326465
2900,mia,TOUCHDOWN,"6 PLAYS, 75 YARDS, 1:53",1st & 10 at MIA 25,401326465
2901,bal,INTERCEPTION,"10 PLAYS, 68 YARDS, 1:36",1st & 10 at BAL 25,401326465
2902,mia,END OF GAME,"2 PLAYS, -1 YARD, 0:43",1st & 10 at MIA 20,401326465
2903,dal,TOUCHDOWN,"8 PLAYS, 73 YARDS, 3:18",1st & 10 at DAL 27,401326466
2904,atl,FIELD GOAL,"8 PLAYS, 58 YARDS, 3:18",1st & 10 at ATL 25,401326466
2905,dal,PUNT,"3 PLAYS, -3 YARDS, 1:36",1st & 10 at DAL 25,401326466
2906,atl,DOWNS,"7 PLAYS, 36 YARDS, 2:43",1st & 10 at ATL 32,401326466
2907,dal,TOUCHDOWN,"12 PLAYS, 68 YARDS, 5:41",1st & 10 at DAL 32,401326466
2908,atl,PUNT,"3 PLAYS, 5 YARDS, 1:28",1st & 10 at ATL 25,401326466
2909,dal,TOUCHDOWN,"8 PLAYS, 68 YARDS, 3:49",1st & 10 at DAL 32,401326466
2910,atl,PUNT,"3 PLAYS, -10 YARDS, 2:19",1st & 10 at ATL 25,401326466
2911,dal,TOUCHDOWN,"10 PLAYS, 59 YARDS, 4:38",1st & 10 at DAL 41,401326466
2912,atl,BLOCKED PUNT TOUCHDOWN,"3 PLAYS, -8 YARDS, 0:33",1st & 10 at ATL 25,401326466
2913,atl,END OF HALF,"2 PLAYS, -4 YARDS, 0:37",1st & 10 at ATL 25,401326466
2914,atl,PUNT,"3 PLAYS, 8 YARDS, 1:03",1st & 10 at ATL 25,401326466
2915,dal,PUNT,"3 PLAYS, 4 YARDS, 1:29",1st & 10 at DAL 1,401326466
2916,atl,INTERCEPTION,"7 PLAYS, 41 YARDS, 2:43",1st & 10 at ATL 25,401326466
2917,dal,FUMBLE,"6 PLAYS, 52 YARDS, 3:12",1st & 10 at DAL 30,401326466
2918,atl,INTERCEPTION,"3 PLAYS, 16 YARDS, 1:05",1st & 10 at ATL 15,401326466
2919,dal,TOUCHDOWN,"9 PLAYS, 47 YARDS, 4:57",1st & 10 at ATL 47,401326466
2920,atl,INTERCEPTION,"4 PLAYS, 25 YARDS, 1:58",1st & 10 at ATL 25,401326466
2921,dal,PUNT,"4 PLAYS, 4 YARDS, 2:18",1st & 10 at DAL 31,401326466
2922,atl,PUNT,"3 PLAYS, 8 YARDS, 1:21",1st & 10 at ATL 28,401326466
2923,dal,PUNT,"3 PLAYS, -2 YARDS, 2:38",1st & 10 at DAL 20,401326466
2924,atl,DOWNS,"8 PLAYS, 19 YARDS, 3:11",1st & 10 at ATL 46,401326466
2925,dal,END OF GAME,"6 PLAYS, 6 YARDS, 4:05",1st & 10 at DAL 35,401326466
2926,ind,FIELD GOAL,"10 PLAYS, 63 YARDS, 5:03",1st & 10 at IND 32,401326467
2927,jax,BLOCKED PUNT TOUCHDOWN,"3 PLAYS, 1 YARD, 1:34",1st & 10 at JAX 23,401326467
2928,jax,PUNT,"3 PLAYS, 2 YARDS, 1:28",1st & 10 at JAX 9,401326467
2929,ind,TOUCHDOWN,"8 PLAYS, 53 YARDS, 4:07",1st & 10 at IND 47,401326467
2930,jax,TOUCHDOWN,"4 PLAYS, 78 YARDS, 1:45",1st & 10 at JAX 22,401326467
2931,ind,PUNT,"3 PLAYS, -5 YARDS, 1:15",1st & 10 at IND 20,401326467
2932,jax,PUNT,"3 PLAYS, 3 YARDS, 1:00",1st & 10 at JAX 38,401326467
2933,ind,PUNT,"3 PLAYS, 9 YARDS, 2:44",1st & 10 at IND 11,401326467
2934,jax,PUNT,"3 PLAYS, 7 YARDS, 1:59",1st & 10 at JAX 37,401326467
2935,ind,PUNT,"3 PLAYS, 4 YARDS, 1:36",1st & 10 at IND 10,401326467
2936,jax,PUNT,"3 PLAYS, 8 YARDS, 2:07",1st & 10 at JAX 43,401326467
2937,ind,FIELD GOAL,"9 PLAYS, 71 YARDS, 3:39",1st & 10 at IND 18,401326467
2938,jax,PUNT,"3 PLAYS, 8 YARDS, 0:38",1st & 10 at JAX 25,401326467
2939,ind,PUNT,"4 PLAYS, 10 YARDS, 0:29",1st & 10 at IND 26,401326467
2940,jax,FIELD GOAL,"6 PLAYS, 32 YARDS, 0:36",1st & 10 at JAX 30,401326467
2941,jax,MISSED FG,"9 PLAYS, 48 YARDS, 4:05",1st & 10 at JAX 20,401326467
2942,ind,PUNT,"3 PLAYS, 6 YARDS, 1:41",1st & 10 at IND 41,401326467
2943,jax,PUNT,"8 PLAYS, 21 YARDS, 4:54",1st & 10 at JAX 16,401326467
2944,ind,PUNT,"5 PLAYS, 11 YARDS, 3:36",1st & 10 at IND 9,401326467
2945,jax,TOUCHDOWN,"10 PLAYS, 65 YARDS, 5:10",1st & 10 at JAX 35,401326467
2946,ind,PUNT,"3 PLAYS, -3 YARDS, 2:10",1st & 10 at IND 30,401326467
2947,jax,PUNT,"3 PLAYS, 1 YARD, 0:56",1st & 10 at JAX 23,401326467
2948,ind,FIELD GOAL,"11 PLAYS, 64 YARDS, 5:06",1st & 10 at IND 17,401326467
2949,jax,FUMBLE,"6 PLAYS, 29 YARDS, 1:32",1st & 10 at JAX 25,401326467
2950,ind,END OF GAME,"3 PLAYS, -3 YARDS, 0:50",1st & 10 at IND 45,401326467
2951,cle,TOUCHDOWN,"11 PLAYS, 84 YARDS, 4:55",1st & 10 at CLE 16,401326468
2952,ne,TOUCHDOWN,"15 PLAYS, 83 YARDS, 9:39",1st & 10 at NE 17,401326468
2953,cle,INTERCEPTION,"3 PLAYS, 3 YARDS, 0:38",1st & 10 at CLE 29,401326468
2954,ne,TOUCHDOWN,"1 PLAY, 5 YARDS, 0:05",1st & Goal at CLE 5,401326468
2955,cle,PUNT,"5 PLAYS, 28 YARDS, 2:52",1st & 10 at CLE 12,401326468
2956,ne,TOUCHDOWN,"11 PLAYS, 99 YARDS, 6:11",1st & 10 at NE 1,401326468
2957,cle,PUNT,"3 PLAYS, -5 YARDS, 1:52",1st & 10 at CLE 33,401326468
2958,ne,FIELD GOAL,"11 PLAYS, 47 YARDS, 3:31",1st & 10 at NE 33,401326468
2959,cle,END OF HALF,"1 PLAY, -9 YARDS, 0:17",1st & 10 at CLE 14,401326468
2960,ne,PUNT,"3 PLAYS, -7 YARDS, 1:27",1st & 10 at NE 27,401326468
2961,cle,PUNT,"5 PLAYS, 19 YARDS, 3:23",1st & 10 at CLE 14,401326468
2962,ne,TOUCHDOWN,"8 PLAYS, 92 YARDS, 5:06",1st & 10 at NE 8,401326468
2963,cle,DOWNS,"9 PLAYS, 20 YARDS, 3:32",1st & 10 at CLE 27,401326468
2964,ne,TOUCHDOWN,"6 PLAYS, 47 YARDS, 2:59",1st & 10 at CLE 47,401326468
2965,cle,DOWNS,"15 PLAYS, 76 YARDS, 5:18",1st & 10 at CLE 19,401326468
2966,ne,TOUCHDOWN,"6 PLAYS, 95 YARDS, 4:02",1st & 10 at NE 5,401326468
2967,cle,PUNT,"6 PLAYS, 21 YARDS, 3:11",1st & 10 at CLE 26,401326468
2968,ne,END OF GAME,"2 PLAYS, -2 YARDS, 1:02",1st & 10 at NE 20,401326468
2969,nyj,PUNT,"3 PLAYS, 4 YARDS, 0:50",1st & 10 at NYJ 10,401326469
2970,buf,TOUCHDOWN,"5 PLAYS, 58 YARDS, 1:55",1st & 10 at BUF 42,401326469
2971,nyj,INTERCEPTION,"6 PLAYS, 11 YARDS, 2:58",1st & 10 at NYJ 25,401326469
2972,buf,FIELD GOAL,"9 PLAYS, 33 YARDS, 3:55",1st & 10 at NYJ 43,401326469
2973,nyj,PUNT,"3 PLAYS, -5 YARDS, 1:57",1st & 10 at NYJ 25,401326469
2974,buf,PUNT,"3 PLAYS, -9 YARDS, 2:43",1st & 10 at NYJ 40,401326469
2975,nyj,PUNT,"7 PLAYS, 35 YARDS, 4:51",1st & 10 at NYJ 16,401326469
2976,buf,PUNT,"9 PLAYS, 36 YARDS, 5:25",1st & 10 at BUF 4,401326469
2977,nyj,FIELD GOAL,"8 PLAYS, 47 YARDS, 3:33",1st & 10 at NYJ 23,401326469
2978,buf,TOUCHDOWN,"5 PLAYS, 75 YARDS, 1:00",1st & 10 at BUF 25,401326469
2979,nyj,FUMBLE,"4 PLAYS, 42 YARDS, 0:44",1st & 10 at NYJ 25,401326469
2980,buf,END OF HALF,"1 PLAY, -6 YARDS, 0:09",1st & 10 at BUF 27,401326469
2981,buf,TOUCHDOWN,"5 PLAYS, 75 YARDS, 2:59",1st & 10 at BUF 25,401326469
2982,nyj,INTERCEPTION,"1 PLAY, 0 YARDS, 0:14",1st & 10 at NYJ 17,401326469
2983,buf,TOUCHDOWN,"2 PLAYS, 64 YARDS, 1:00",1st & 10 at BUF 36,401326469
2984,nyj,INTERCEPTION,"5 PLAYS, 36 YARDS, 2:28",1st & 10 at NYJ 12,401326469
2985,buf,TOUCHDOWN,"4 PLAYS, 45 YARDS, 2:18",1st & 10 at NYJ 45,401326469
2986,nyj,INTERCEPTION,"8 PLAYS, 49 YARDS, 4:53",1st & 10 at NYJ 25,401326469
2987,buf,INTERCEPTION,"2 PLAYS, 20 YARDS, 0:36",1st & 10 at BUF 1,401326469
2988,nyj,TOUCHDOWN,"11 PLAYS, 35 YARDS, 3:34",1st & 10 at BUF 35,401326469
2989,buf,FUMBLE,"2 PLAYS, 13 YARDS, 1:01",1st & 10 at BUF 38,401326469
2990,nyj,DOWNS,"7 PLAYS, 25 YARDS, 2:47",1st & 10 at NYJ 32,401326469
2991,buf,TOUCHDOWN,"4 PLAYS, 57 YARDS, 2:18",1st & 10 at BUF 43,401326469
2992,nyj,TOUCHDOWN,"8 PLAYS, 68 YARDS, 3:44",1st & 10 at NYJ 32,401326469
2993,buf,END OF GAME,"4 PLAYS, 8 YARDS, 2:08",1st & 10 at BUF 25,401326469
2994,pit,TOUCHDOWN,"10 PLAYS, 83 YARDS, 5:20",1st & 10 at PIT 17,401326470
2995,det,PUNT,"3 PLAYS, 5 YARDS, 1:39",1st & 10 at DET 16,401326470
2996,pit,PUNT,"3 PLAYS, 6 YARDS, 1:24",1st & 10 at PIT 40,401326470
2997,det,PUNT,"3 PLAYS, 9 YARDS, 2:10",1st & 10 at DET 15,401326470
2998,pit,INTERCEPTION,"6 PLAYS, 27 YARDS, 2:48",1st & 10 at PIT 28,401326470
2999,det,PUNT,"3 PLAYS, 0 YARDS, 1:19",1st & 10 at DET 48,401326470
3000,pit,PUNT,"3 PLAYS, 6 YARDS, 1:09",1st & 10 at PIT 20,401326470
3001,det,TOUCHDOWN,"3 PLAYS, 39 YARDS, 1:28",1st & 10 at PIT 39,401326470
3002,pit,FIELD GOAL,"13 PLAYS, 73 YARDS, 8:21",1st & 10 at PIT 25,401326470
3003,det,FIELD GOAL,"12 PLAYS, 67 YARDS, 4:22",1st & 10 at DET 31,401326470
3004,det,TOUCHDOWN,"6 PLAYS, 85 YARDS, 2:51",1st & 10 at DET 15,401326470
3005,pit,FIELD GOAL,"13 PLAYS, 69 YARDS, 3:43",1st & 10 at PIT 26,401326470
3006,det,PUNT,"6 PLAYS, 28 YARDS, 3:54",1st & 10 at DET 33,401326470
3007,pit,PUNT,"6 PLAYS, 21 YARDS, 2:44",1st & 10 at PIT 20,401326470
3008,det,PUNT,"3 PLAYS, -5 YARDS, 1:56",1st & 10 at DET 18,401326470
3009,pit,FIELD GOAL,"6 PLAYS, 17 YARDS, 3:21",1st & 10 at 50,401326470
3010,det,PUNT,"7 PLAYS, 10 YARDS, 4:22",1st & 10 at DET 25,401326470
3011,pit,PUNT,"5 PLAYS, 19 YARDS, 2:42",1st & 10 at PIT 29,401326470
3012,det,PUNT,"3 PLAYS, -11 YARDS, 1:05",1st & 10 at DET 13,401326470
3013,pit,PUNT,"3 PLAYS, 3 YARDS, 1:00",1st & 10 at DET 48,401326470
3014,det,PUNT,"8 PLAYS, 25 YARDS, 2:03",1st & 10 at DET 20,401326470
3015,pit,END OF HALF,"1 PLAY, -1 YARD, 0:19",1st & 10 at PIT 22,401326470
3016,det,PUNT,"4 PLAYS, 24 YARDS, 2:28",1st & 10 at DET 26,401326470
3017,pit,FUMBLE,"2 PLAYS, 38 YARDS, 0:50",1st & 10 at PIT 17,401326470
3018,det,MISSED FG,"5 PLAYS, 25 YARDS, 2:39",1st & 10 at DET 45,401326470
3019,pit,PUNT,"3 PLAYS, -15 YARDS, 1:38",1st & 10 at PIT 38,401326470
3020,det,PUNT,"3 PLAYS, -13 YARDS, 0:48",1st & 10 at DET 45,401326470
3021,pit,FUMBLE,"10 PLAYS, 51 YARDS, 1:29",1st & 10 at PIT 11,401326470
3022,det,,"1 PLAY, 22 YARDS, 0:08",1st & 10 at DET 38,401326470
3023,ten,PUNT,"3 PLAYS, -1 YARD, 1:54",1st & 10 at TEN 31,401326471
3024,no,PUNT,"7 PLAYS, 19 YARDS, 3:42",1st & 10 at NO 34,401326471
3025,ten,PUNT,"3 PLAYS, 4 YARDS, 1:16",1st & 10 at TEN 8,401326471
3026,no,PUNT,"6 PLAYS, 11 YARDS, 3:38",1st & 10 at TEN 49,401326471
3027,ten,FIELD GOAL,"8 PLAYS, 70 YARDS, 3:38",1st & 10 at TEN 20,401326471
3028,no,TOUCHDOWN,"6 PLAYS, 75 YARDS, 2:53",1st & 10 at NO 25,401326471
3029,ten,FIELD GOAL,"10 PLAYS, 59 YARDS, 5:15",1st & 10 at TEN 23,401326471
3030,no,PUNT,"5 PLAYS, 10 YARDS, 2:43",1st & 10 at NO 14,401326471
3031,ten,TOUCHDOWN,"8 PLAYS, 56 YARDS, 3:23",1st & 10 at TEN 44,401326471
3032,no,END OF HALF,"6 PLAYS, 27 YARDS, 1:38",1st & 10 at NO 32,401326471
3033,no,FUMBLE,"0 PLAYS, 0 YARDS, 0:07",,401326471
3034,ten,TOUCHDOWN,"5 PLAYS, 19 YARDS, 2:51",1st & 10 at NO 19,401326471
3035,no,PUNT,"3 PLAYS, 2 YARDS, 0:58",1st & 10 at NO 24,401326471
3036,ten,PUNT,"3 PLAYS, -3 YARDS, 1:59",1st & 10 at TEN 48,401326471
3037,no,TOUCHDOWN,"11 PLAYS, 87 YARDS, 5:11",1st & 10 at NO 13,401326471
3038,ten,PUNT,"3 PLAYS, 2 YARDS, 1:33",1st & 10 at TEN 25,401326471
3039,no,PUNT,"3 PLAYS, 3 YARDS, 0:57",1st & 10 at NO 27,401326471
3040,ten,FIELD GOAL,"11 PLAYS, 55 YARDS, 6:23",1st & 10 at TEN 27,401326471
3041,no,FIELD GOAL,"8 PLAYS, 67 YARDS, 4:28",1st & 10 at NO 32,401326471
3042,ten,PUNT,"5 PLAYS, 6 YARDS, 1:59",1st & 10 at TEN 25,401326471
3043,no,TOUCHDOWN,"7 PLAYS, 71 YARDS, 2:18",1st & 10 at NO 29,401326471
3044,ten,END OF GAME,"2 PLAYS, -2 YARDS, 1:16",1st & 10 at NO 46,401326471
3045,tb,PUNT,"3 PLAYS, 2 YARDS, 1:27",1st & 10 at TB 25,401326472
3046,wsh,FIELD GOAL,"8 PLAYS, 32 YARDS, 3:36",1st & 10 at WSH 40,401326472
3047,tb,INTERCEPTION,"2 PLAYS, 0 YARDS, 0:11",1st & Goal at TB 25,401326472
3048,wsh,FIELD GOAL,"7 PLAYS, 18 YARDS, 3:50",1st & 10 at TB 28,401326472
3049,tb,INTERCEPTION,"5 PLAYS, 11 YARDS, 2:36",1st & 10 at TB 24,401326472
3050,wsh,TOUCHDOWN,"10 PLAYS, 46 YARDS, 5:59",1st & 10 at TB 46,401326472
3051,tb,FIELD GOAL,"13 PLAYS, 68 YARDS, 5:37",1st & 10 at TB 25,401326472
3052,wsh,FIELD GOAL,"11 PLAYS, 64 YARDS, 5:46",1st & 10 at WSH 25,401326472
3053,tb,FIELD GOAL,"8 PLAYS, 58 YARDS, 0:58",1st & 10 at TB 30,401326472
3054,wsh,PUNT,"3 PLAYS, 3 YARDS, 1:23",1st & 10 at WSH 25,401326472
3055,tb,PUNT,"3 PLAYS, 8 YARDS, 1:35",1st & 10 at TB 38,401326472
3056,wsh,PUNT,"3 PLAYS, -6 YARDS, 1:16",1st & 10 at WSH 8,401326472
3057,tb,TOUCHDOWN,"4 PLAYS, 43 YARDS, 2:00",1st & 10 at WSH 43,401326472
3058,wsh,TOUCHDOWN,"8 PLAYS, 71 YARDS, 4:25",1st & 10 at WSH 29,401326472
3059,tb,PUNT,"6 PLAYS, 15 YARDS, 4:27",1st & 10 at TB 33,401326472
3060,wsh,FUMBLE,"5 PLAYS, 30 YARDS, 2:27",1st & 10 at WSH 17,401326472
3061,tb,TOUCHDOWN,"3 PLAYS, 47 YARDS, 1:32",1st & 10 at WSH 47,401326472
3062,wsh,TOUCHDOWN,"19 PLAYS, 80 YARDS, 10:26",1st & 10 at WSH 20,401326472
3063,tb,END OF GAME,"2 PLAYS, 14 YARDS, 0:29",1st & 10 at TB 25,401326472
3064,ari,FUMBLE,"3 PLAYS, -9 YARDS, 1:26",1st & 10 at ARI 27,401326473
3065,car,TOUCHDOWN,"5 PLAYS, 15 YARDS, 2:22",1st & 10 at ARI 15,401326473
3066,ari,DOWNS,"4 PLAYS, 8 YARDS, 1:21",1st & 10 at ARI 33,401326473
3067,car,TOUCHDOWN,"4 PLAYS, 41 YARDS, 1:12",1st & 10 at ARI 41,401326473
3068,ari,INTERCEPTION,"6 PLAYS, 44 YARDS, 2:14",1st & 10 at ARI 25,401326473
3069,car,FIELD GOAL,"9 PLAYS, 40 YARDS, 5:25",1st & 10 at CAR 34,401326473
3070,ari,PUNT,"5 PLAYS, 10 YARDS, 1:11",1st & 10 at ARI 25,401326473
3071,car,FIELD GOAL,"10 PLAYS, 51 YARDS, 5:09",1st & 10 at CAR 19,401326473
3072,ari,PUNT,"3 PLAYS, -1 YARD, 2:07",1st & 10 at ARI 25,401326473
3073,car,INTERCEPTION,"5 PLAYS, 24 YARDS, 3:18",1st & 10 at CAR 35,401326473
3074,ari,PUNT,"3 PLAYS, 5 YARDS, 0:59",1st & 10 at ARI 32,401326473
3075,car,FIELD GOAL,"12 PLAYS, 53 YARDS, 3:16",1st & 10 at CAR 16,401326473
3076,car,PUNT,"3 PLAYS, -2 YARDS, 2:13",1st & 10 at CAR 23,401326473
3077,ari,FIELD GOAL,"7 PLAYS, 46 YARDS, 2:45",1st & 10 at ARI 25,401326473
3078,car,TOUCHDOWN,"8 PLAYS, 75 YARDS, 4:28",1st & 10 at CAR 25,401326473
3079,ari,DOWNS,"4 PLAYS, 26 YARDS, 2:17",1st & 10 at ARI 25,401326473
3080,car,FUMBLE,"2 PLAYS, 1 YARD, 0:46",1st & 10 at CAR 49,401326473
3081,ari,DOWNS,"4 PLAYS, 5 YARDS, 1:46",1st & 10 at CAR 40,401326473
3082,car,PUNT,"3 PLAYS, -2 YARDS, 1:53",1st & 10 at CAR 35,401326473
3083,ari,TOUCHDOWN,"11 PLAYS, 71 YARDS, 4:33",1st & 10 at ARI 29,401326473
3084,car,FIELD GOAL,"10 PLAYS, 36 YARDS, 5:53",1st & 10 at ARI 45,401326473
3085,ari,PUNT,"3 PLAYS, -9 YARDS, 1:17",1st & 10 at ARI 25,401326473
3086,car,PUNT,"3 PLAYS, 6 YARDS, 1:47",1st & 10 at CAR 36,401326473
3087,ari,END OF GAME,"1 PLAY, 9 YARDS, 0:22",1st & 10 at ARI 11,401326473
3088,min,PUNT,"6 PLAYS, 27 YARDS, 3:25",1st & 10 at MIN 25,401326474
3089,lac,PUNT,"3 PLAYS, -3 YARDS, 2:01",1st & 10 at LAC 17,401326474
3090,min,FUMBLE,"3 PLAYS, -1 YARD, 1:09",1st & 10 at LAC 28,401326474
3091,lac,PUNT,"6 PLAYS, 26 YARDS, 3:13",1st & 10 at LAC 29,401326474
3092,min,FIELD GOAL,"10 PLAYS, 59 YARDS, 6:00",1st & 10 at MIN 13,401326474
3093,lac,FIELD GOAL,"6 PLAYS, 48 YARDS, 2:44",1st & 10 at LAC 25,401326474
3094,min,FIELD GOAL,"11 PLAYS, 50 YARDS, 4:50",1st & 10 at MIN 39,401326474
3095,lac,INTERCEPTION,"1 PLAY, 0 YARDS, 0:12",1st & 10 at LAC 12,401326474
3096,min,TOUCHDOWN,"6 PLAYS, 31 YARDS, 3:00",1st & 10 at LAC 31,401326474
3097,lac,TOUCHDOWN,"8 PLAYS, 75 YARDS, 1:56",1st & 10 at LAC 25,401326474
3098,min,PUNT,"3 PLAYS, -3 YARDS, 0:30",1st & 10 at MIN 25,401326474
3099,lac,PUNT,"3 PLAYS, 4 YARDS, 0:39",1st & 10 at 50,401326474
3100,min,END OF HALF,"1 PLAY, 5 YARDS, 0:21",1st & 10 at MIN 11,401326474
3101,lac,TOUCHDOWN,"10 PLAYS, 75 YARDS, 4:20",1st & 10 at LAC 25,401326474
3102,min,PUNT,"3 PLAYS, 3 YARDS, 1:28",1st & 10 at MIN 30,401326474
3103,lac,PUNT,"5 PLAYS, 8 YARDS, 2:47",1st & 10 at LAC 6,401326474
3104,min,TOUCHDOWN,"9 PLAYS, 66 YARDS, 3:52",1st & 10 at MIN 34,401326474
3105,lac,PUNT,"3 PLAYS, 3 YARDS, 1:00",1st & 10 at LAC 25,401326474
3106,min,TOUCHDOWN,"12 PLAYS, 68 YARDS, 7:04",1st & 10 at MIN 32,401326474
3107,lac,FIELD GOAL,"12 PLAYS, 69 YARDS, 4:53",1st & 10 at LAC 25,401326474
3108,min,END OF GAME,"10 PLAYS, 36 YARDS, 4:36",1st & 10 at MIN 25,401326474
3109,phi,FIELD GOAL,"10 PLAYS, 63 YARDS, 4:47",1st & 10 at PHI 25,401326475
3110,den,PUNT,"3 PLAYS, -1 YARD, 1:30",1st & 10 at DEN 25,401326475
3111,phi,TOUCHDOWN,"9 PLAYS, 80 YARDS, 5:27",1st & 10 at PHI 20,401326475
3112,den,TOUCHDOWN,"9 PLAYS, 75 YARDS, 4:38",1st & 10 at DEN 25,401326475
3113,phi,PUNT,"3 PLAYS, 1 YARD, 2:12",1st & 10 at PHI 25,401326475
3114,den,FIELD GOAL,"5 PLAYS, 69 YARDS, 1:47",1st & 10 at DEN 28,401326475
3115,phi,TOUCHDOWN,"12 PLAYS, 75 YARDS, 6:32",1st & 10 at PHI 25,401326475
3116,den,PUNT,"3 PLAYS, -15 YARDS, 1:18",1st & 10 at DEN 25,401326475
3117,phi,FIELD GOAL,"9 PLAYS, 51 YARDS, 1:44",1st & 10 at PHI 15,401326475
3118,den,END OF HALF,"1 PLAY, 13 YARDS, 0:05",1st & 10 at DEN 25,401326475
3119,den,BLOCKED FG,"8 PLAYS, 71 YARDS, 4:10",1st & 10 at DEN 25,401326475
3120,phi,PUNT,"3 PLAYS, 1 YARD, 1:49",1st & 10 at PHI 10,401326475
3121,den,FIELD GOAL,"10 PLAYS, 35 YARDS, 4:10",1st & 10 at PHI 45,401326475
3122,phi,INTERCEPTION,"4 PLAYS, 24 YARDS, 1:48",1st & 10 at PHI 25,401326475
3123,den,FUMBLE RETURN TOUCHDOWN,"6 PLAYS, 31 YARDS, 3:03",1st & 10 at DEN 47,401326475
3124,den,PUNT,"3 PLAYS, -4 YARDS, 1:27",1st & 10 at DEN 25,401326475
3125,phi,FIELD GOAL,"10 PLAYS, 60 YARDS, 5:57",1st & 10 at PHI 35,401326475
3126,den,PUNT,"3 PLAYS, 0 YARDS, 0:47",,401326475
3127,phi,PUNT,"3 PLAYS, 9 YARDS, 2:37",1st & 10 at PHI 32,401326475
3128,den,DOWNS,"7 PLAYS, 78 YARDS, 2:07",1st & 10 at DEN 12,401326475
3129,phi,END OF GAME,"4 PLAYS, 20 YARDS, 2:05",1st & 10 at PHI 10,401326475
3130,gb,MISSED FG,"7 PLAYS, 41 YARDS, 4:11",1st & 10 at GB 36,401326476
3131,sea,PUNT,"3 PLAYS, 9 YARDS, 1:43",1st & 10 at SEA 32,401326476
3132,gb,PUNT,"4 PLAYS, 19 YARDS, 2:57",1st & 10 at GB 22,401326476
3133,sea,PUNT,"5 PLAYS, 39 YARDS, 3:18",1st & 10 at SEA 9,401326476
3134,gb,PUNT,"3 PLAYS, 3 YARDS, 0:58",1st & 10 at GB 7,401326476
3135,sea,PUNT,"3 PLAYS, 6 YARDS, 1:16",1st & 10 at SEA 49,401326476
3136,gb,FIELD GOAL,"14 PLAYS, 82 YARDS, 6:06",1st & 10 at GB 9,401326476
3137,sea,PUNT,"4 PLAYS, 26 YARDS, 2:26",1st & 10 at SEA 26,401326476
3138,gb,DOWNS,"11 PLAYS, 49 YARDS, 6:02",1st & 10 at GB 17,401326476
3139,sea,END OF HALF,"7 PLAYS, 20 YARDS, 1:03",1st & 10 at SEA 35,401326476
3140,sea,PUNT,"5 PLAYS, 11 YARDS, 2:04",1st & 10 at SEA 25,401326476
3141,gb,PUNT,"3 PLAYS, 0 YARDS, 2:02",1st & 10 at GB 13,401326476
3142,sea,INTERCEPTION,"11 PLAYS, 50 YARDS, 3:09",1st & 10 at SEA 38,401326476
3143,gb,INTERCEPTION,"9 PLAYS, 65 YARDS, 5:15",1st & 10 at GB 20,401326476
3144,sea,PUNT,"3 PLAYS, -3 YARDS, 1:26",1st & 10 at SEA 20,401326476
3145,gb,TOUCHDOWN,"11 PLAYS, 62 YARDS, 5:27",1st & 10 at GB 38,401326476
3146,sea,INTERCEPTION,"5 PLAYS, 23 YARDS, 2:30",1st & 10 at SEA 34,401326476
3147,gb,TOUCHDOWN,"10 PLAYS, 80 YARDS, 6:11",1st & 10 at GB 20,401326476
3148,sea,DOWNS,"13 PLAYS, 41 YARDS, 1:56",1st & 10 at SEA 24,401326476
3149,kc,PUNT,"3 PLAYS, 6 YARDS, 2:28",1st & 10 at KC 22,401326477
3150,lv,PUNT,"6 PLAYS, 19 YARDS, 3:56",1st & 10 at LV 30,401326477
3151,kc,TOUCHDOWN,"11 PLAYS, 89 YARDS, 5:45",1st & 10 at KC 11,401326477
3152,lv,PUNT,"3 PLAYS, 5 YARDS, 2:21",1st & 10 at LV 25,401326477
3153,lv,TOUCHDOWN,"5 PLAYS, 50 YARDS, 2:33",1st & 10 at 50,401326477
3154,kc,FIELD GOAL,"9 PLAYS, 53 YARDS, 4:33",1st & 10 at KC 25,401326477
3155,lv,PUNT,"4 PLAYS, 6 YARDS, 2:26",1st & 10 at LV 25,401326477
